idx,word,occurrences
3600,generous,2
3601,partnership,2
3602,coach,2
3603,heavily,2
3604,matterpeople,2
3605,informative,2
3606,inspirational,2
3607,breach,2
3608,reveal,2
3609,doomed,2
3610,demon,2
3611,appealing,2
3612,credential,2
3613,acharya,2
3614,pan,2
3615,captivity,2
3616,six,2
3617,dominating,2
3618,contact,2
3619,nitin,2
3620,contract,2
3621,samjautha,2
3622,taboo,2
3623,firstpost,2
3624,younger,2
3625,optic,2
3626,misuse,2
3627,funeral,2
3628,shamelessness,2
3629,wolf,2
3630,â¦,2
3631,shia,2
3632,striking,2
3633,maker,2
3634,minor,2
3635,drink,2
3636,shedding,2
3637,bhakth,2
3638,ofâ,2
3639,hardwork,2
3640,spokies,2
3641,confirmed,2
3642,handler,2
3643,exercise,2
3644,messenger,2
3645,lowest,2
3646,mataram,2
3647,criticised,2
3648,executed,2
3649,tonight,2
3650,molestergangbjp,2
3651,modibjp,2
3652,•,2
3653,burning,2
3654,cruel,2
3655,laughed,2
3656,learning,2
3657,owaisi,2
3658,darkness,2
3659,sabotage,2
3660,combat,2
3661,faster,2
3662,industrialist,2
3663,ind,2
3664,corrupts,2
3665,sunday,2
3666,internet,2
3667,apologetic,2
3668,formed,2
3669,da,2
3670,bcz,2
3671,blatantly,2
3672,manipulating,2
3673,startupindia,2
3674,rightwing,2
3675,grown,2
3676,handling,2
3677,maniac,2
3678,daniel,2
3679,newsalert,2
3680,electionswithnews,2
3681,dial,2
3682,à¥¤,2
3683,indiawantsmodiagain,2
3684,abhinandancomingback,2
3685,abhinandandiwas,2
3686,namami,2
3687,gange,2
3688,kafir,2
3689,glass,2
3690,ðÿ™ðÿ‡®ðÿ‡³,2
3691,traumatic,2
3692,asshole,2
3693,stole,2
3694,ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,2
3695,manishankaraiyar,2
3696,risking,2
3697,retain,2
3698,forehead,2
3699,nominate,2
3700,matondkar,2
3701,weaker,2
3702,rejoice,2
3703,faked,2
3704,pinnacle,2
3705,stage,2
3706,claiming,2
3707,telegraph,2
3708,intel,2
3709,nobelpeaceprizeforimrankhan,2
3710,hailing,2
3711,empower,2
3712,ujjwala,2
3713,ball,2
3714,celebrate,2
3715,godavari,2
3716,cauvery,2
3717,linking,2
3718,corridor,2
3719,nord,2
3720,modiforpm,2
3721,reporter,2
3722,hallmark,2
3723,tall,2
3724,kasab,2
3725,endorses,2
3726,labharthisamparkabhiyan,2
3727,fulfilling,2
3728,southindiafornamo,2
3729,vigilant,2
3730,shakti,2
3731,mrmodi,2
3732,thin,2
3733,volume,2
3734,lived,2
3735,proudofyoukarkare,2
3736,modisenahopayega,2
3737,eliminated,2
3738,disappointment,2
3739,cried,2
3740,ditch,2
3741,pig,2
3742,daring,2
3743,balm,2
3744,reunited,2
3745,paradise,2
3746,tie,2
3747,votewisely,2
3748,propagation,2
3749,misogyny,2
3750,spoke,2
3751,mumbaikarvotekar,2
3752,package,2
3753,waiving,2
3754,eve,2
3755,raised,2
3756,opening,2
3757,offence,2
3758,socalled,2
3759,ride,2
3760,considered,2
3761,user,2
3762,advertise,2
3763,crashed,2
3764,salutetoindianairforce,2
3765,signal,2
3766,slashed,2
3767,nun,2
3768,feminist,2
3769,abp,2
3770,spin,2
3771,escalate,2
3772,nadia,2
3773,satyajit,2
3774,biswas,2
3775,nath,2
3776,kanhaiya,2
3777,framed,2
3778,oppose,2
3779,abolish,2
3780,pragyathakur,2
3781,afford,2
3782,ravan,2
3783,clan,2
3784,upsc_csat_victims,2
3785,emerge,2
3786,moving,2
3787,alp,2
3788,cbt,2
3789,diesel,2
3790,toxic,2
3791,fakery,2
3792,proceeding,2
3793,feasting,2
3794,acquisition,2
3795,review,2
3796,petition,2
3797,prediction,2
3798,ipr,2
3799,author,2
3800,budding,2
3801,inventor,2
3802,innovate,2
3803,invention,2
3804,punitive,2
3805,redistribution,2
3806,exit,2
3807,door,2
3808,digvijaya,2
3809,abvp,2
3810,nature,2
3811,academic,2
3812,historian,2
3813,hm,2
3814,disagree,2
3815,stride,2
3816,sister,2
3817,endia,2
3818,launch,2
3819,reduce,2
3820,¹recipient,2
3821,â€˜the,2
3822,daddy,2
3823,subject,2
3824,upper,2
3825,diya,2
3826,imperative,2
3827,bringbackabhinandan,2
3828,airspace,2
3829,convey,2
3830,savejetairways,2
3831,depot,2
3832,reliance,2
3833,leftwing,2
3834,todayâ€™s,2
3835,sealing,2
3836,pant,2
3837,liarbabu,2
3838,smelling,2
3839,navika,2
3840,aunty,2
3841,phone,2
3842,glorious,2
3843,enjoyed,2
3844,squad,2
3845,upto,2
3846,falling,2
3847,ab,2
3848,presidency,2
3849,candidature,2
3850,symbolises,2
3851,analyst,2
3852,loud,2
3853,driven,2
3854,bofors,2
3855,sweeping,2
3856,authority,2
3857,intimidate,2
3858,raw,2
3859,icj,2
3860,literally,2
3861,deception,2
3862,futuristic,2
3863,concerned,2
3864,protection,2
3865,publicly,2
3866,error,2
3867,heading,2
3868,nuke,2
3869,pressurised,2
3870,anyway,2
3871,revive,2
3872,sharma,2
3873,heartbreaking,2
3874,decency,2
3875,manipur,2
3876,insurgent,2
3877,ðÿ˜‚ðÿ,2
3878,infographics,2
3879,sackajitdoval,2
3880,congratulating,2
3881,joan,2
3882,cycle,2
3883,observe,2
3884,victimized,2
3885,liberated,2
3886,talaq,2
3887,deposit,2
3888,thankyou,2
3889,deshbhakt,2
3890,draw,2
3891,amitshah,2
3892,wl,2
3893,handsome,2
3894,banda,2
3895,khud,2
3896,ðÿ¤£ðÿ¤£,2
3897,kinda,2
3898,saffronterror,2
3899,hoard,2
3900,politicise,2
3901,actively,2
3902,buckling,2
3903,oil,2
3904,crude,2
3905,remained,2
3906,deepest,2
3907,wishers,2
3908,navjot,2
3909,strengthening,2
3910,attempting,2
3911,instigate,2
3912,balakotproof,2
3913,mathurapur,2
3914,divider,2
3915,lazy,2
3916,usa,2
3917,antipeople,2
3918,killmodivideotape,2
3919,fyi,2
3920,color,2
3921,sincerely,2
3922,develop,2
3923,jailed,2
3924,opiate,2
3925,destabilize,2
3926,namos,2
3927,planted,2
3928,published,2
3929,enables,2
3930,deol,2
3931,chowkidarhichorhai,2
3932,stark,2
3933,inyrs,2
3934,recommend,2
3935,antipakistan,2
3936,frenzy,2
3937,stopfakenewsagainstsrk,2
3938,max,2
3939,chosing,2
3940,akshay,2
3941,understood,2
3942,solve,2
3943,shirt,2
3944,biryani,2
3945,panicking,2
3946,allah,2
3947,jesus,2
3948,investigate,2
3949,patrâ€,2
3950,betrayal,2
3951,casteist,2
3952,aprilfoolsday,2
3953,manifestation,2
3954,existing,2
3955,nomo,2
3956,flush,2
3957,nonbjp,2
3958,exploit,2
3959,february,2
3960,corbett,2
3961,park,2
3962,devil,2
3963,unprecedented,2
3964,attached,2
3965,unnao,2
3966,paying,2
3967,tainted,2
3968,approved,2
3969,ni,2
3970,racism,2
3971,naturally,2
3972,monday,2
3973,bollywood,2
3974,sorrow,2
3975,emotion,2
3976,location,2
3977,varthaman,2
3978,loom,2
3979,samachar,2
3980,veer,2
3981,dedicate,2
3982,restoring,2
3983,task,2
3984,nonsensical,2
3985,rofl,2
3986,reduction,2
3987,prefix,2
3988,hypocritical,2
3989,bait,2
3990,indefensible,2
3991,javed,2
3992,sometime,2
3993,bahadur,2
3994,kisan,2
3995,upsc,2
3996,selfpublicity,2
3997,higher,2
3998,lesser,2
3999,karo,2
4000,bye,2
4001,andrew,2
4002,underlying,2
4003,currently,2
4004,hypernationalism,2
4005,add,2
4006,spark,2
4007,joshua,2
4008,remarkable,2
4009,weakness,2
4010,eradicated,2
4011,statehood,2
4012,portray,2
4013,sham,2
4014,chowkidarðÿ,2
4015,simpler,2
4016,fridayfeeling,2
4017,corner,2
4018,listing,2
4019,whymodi,2
4020,nicely,2
4021,min,2
4022,offender,2
4023,examined,2
4024,controlled,2
4025,â€œensure,2
4026,exploiter,2
4027,escorting,2
4028,visiting,2
4029,lankan,2
4030,hindumuslim,2
4031,kamalnath,2
4032,cabal,2
4033,piggy,2
4034,provoke,2
4035,bjpnda,2
4036,questionable,2
4037,replaced,2
4038,moditransformsbharat,2
4039,zindabad,2
4040,ðÿ,2
4041,spitting,2
4042,venom,2
4043,donated,2
4044,nervousness,2
4045,crucial,2
4046,bos,2
4047,owner,2
4048,theatrics,2
4049,meinbhichowkidar,2
4050,adolf,2
4051,horse,2
4052,ernakulam,2
4053,extending,2
4054,prospect,2
4055,radio,2
4056,determines,2
4057,floor,2
4058,nationalinterest,2
4059,balochistan,2
4060,testimony,2
4061,loser,2
4062,tweeting,2
4063,gujarati,2
4064,expelled,2
4065,rts,2
4066,us,2
4067,ffs,2
4068,discus,2
4069,celebrates,2
4070,womensday,2
4071,ðÿ‡®ðÿ‡³ðÿ‡®ðÿ‡³,2
4072,abdullah,2
4073,pending,2
4074,harvotemodiko,2
4075,necessity,2
4076,modigoescrazy,2
4077,decent,2
4078,similar,2
4079,plea,2
4080,rice,2
4081,discredit,2
4082,collect,2
4083,iron,2
4084,ly,2
4085,hnbl,2
4086,sympathetic,2
4087,mallaya,2
4088,uncle,2
4089,chorbanachowkidar,2
4090,rws,2
4091,bakery,2
4092,oblivion,2
4093,reasonable,2
4094,frustration,2
4095,organised,2
4096,shield,2
4097,guide,2
4098,brainless,2
4099,baar,2
4100,sarkaar,2
4101,baap,2
4102,inferiority,2
4103,consensus,2
4104,informed,2
4105,indicative,2
4106,financial,2
4107,portfolio,2
4108,masterstroke,2
4109,estate,2
4110,pso,2
4111,arm,2
4112,uttar,2
4113,sooner,2
4114,trail,2
4115,â€˜sabka,2
4116,saath,2
4117,sabka,2
4118,vikasâ€™,2
4119,harming,2
4120,lawlessness,2
4121,mandirmasjid,2
4122,lynchingrape,2
4123,visionless,2
4124,inducted,2
4125,‰modis,2
4126,restricted,2
4127,area,2
4128,pmmodi,2
4129,commando,2
4130,vowed,2
4131,inequality,2
4132,fabricated,2
4133,advisory,2
4134,anguish,2
4135,citing,2
4136,superb,2
4137,confirm,2
4138,restrict,2
4139,devastated,2
4140,fekumodi,2
4141,bjpsupportsterrorists,2
4142,hill,2
4143,mere,2
4144,waging,2
4145,insecure,2
4146,mishra,2
4147,upright,2
4148,stinking,2
4149,filth,2
4150,wouldnâ€™t,2
4151,narayanan,2
4152,wen,2
4153,functionary,2
4154,nia,2
4155,jharkhand,2
4156,â€˜rape,2
4157,auntyâ€™,2
4158,follows,2
4159,push,2
4160,brand,2
4161,realised,2
4162,stance,2
4163,lifetime,2
4164,empathy,2
4165,capf,2
4166,possibility,2
4167,select,2
4168,womenbewareofbjp,2
4169,actual,2
4170,advocate,2
4171,realize,2
4172,sharad,2
4173,gamble,2
4174,pakistanmurdabad,2
4175,thr,2
4176,november,2
4177,star,2
4178,campaigner,2
4179,mani,2
4180,aiyar,2
4181,hindusblockedinbengal,2
4182,burnol,2
4183,wage,2
4184,nt,2
4185,constantly,2
4186,deface,2
4187,subverted,2
4188,digvijay,2
4189,rush,2
4190,hug,2
4191,poster,2
4192,include,2
4193,indianadmin,2
4194,antinationalbjp,2
4195,abhiyan,2
4196,krishna,2
4197,challenged,2
4198,mantri,2
4199,ensured,2
4200,pursuing,2
4201,couple,2
4202,prejudice,2
4203,didis,2
4204,compared,2
4205,civilizational,2
4206,wagale,2
4207,groomed,2
4208,oic,2
4209,unwavering,2
4210,mamatabanerjee,2
4211,jealous,2
4212,consider,2
4213,weaken,2
4214,factor,2
4215,rep,2
4216,respective,2
4217,kindness,2
4218,entirely,2
4219,atal,2
4220,manðÿ,2
4221,bit,2
4222,etiquette,2
4223,welfare,2
4224,struck,2
4225,uturn,2
4226,ðÿ‡µðÿ‡°,2
4227,warmonger,2
4228,bsp,2
4229,wasted,2
4230,foul,2
4231,aww,2
4232,ž,2
4233,tree,2
4234,picked,2
4235,league,2
4236,breath,2
4237,beech,2
4238,ndabjp,2
4239,para,2
4240,bluff,2
4241,wished,2
4242,internationally,2
4243,eyelid,2
4244,portal,2
4245,associate,2
4246,unapologetic,2
4247,southern,2
4248,carpet,2
4249,framework,2
4250,colossal,2
4251,meravotemodiko,2
4252,condemnation,2
4253,rabid,2
4254,regularly,2
4255,whytheyhatemodi,2
4256,sushma,2
4257,restart,2
4258,forgot,2
4259,swayed,2
4260,dole,2
4261,roadmap,2
4262,medieval,2
4263,mode,2
4264,gr,2
4265,mahajan,2
4266,indore,2
4267,antiterror,2
4268,monkey,2
4269,indianâ€™s,2
4270,application,2
4271,approves,2
4272,cheating,2
4273,dopt,2
4274,swiss,2
4275,becoz,2
4276,scrap,2
4277,hota,2
4278,forthcoming,2
4279,wanting,2
4280,derailed,2
4281,freed,2
4282,harish,2
4283,wrote,2
4284,partition,2
4285,doonga,2
4286,hardworking,2
4287,courtesy,2
4288,ek,2
4289,karta,2
4290,par,2
4291,unique,2
4292,third,2
4293,passionate,2
4294,naari,2
4295,tale,2
4296,fuelled,2
4297,besides,2
4298,argue,2
4299,unscripted,2
4300,uttarakhand,2
4301,hypocrite,2
4302,liberty,2
4303,pe,2
4304,adnan,2
4305,loc,2
4306,satisfy,2
4307,kashmirbleeds,2
4308,ethical,2
4309,shekhar,2
4310,humane,2
4311,pedestrian,2
4312,ravana,2
4313,nbcc,2
4314,guwahati,2
4315,indulge,2
4316,tune,2
4317,meraboothsabsemazboot,2
4318,ten,2
4319,islamabad,2
4320,minus,2
4321,middlemanmodi,2
4322,manner,2
4323,york,2
4324,synonymous,2
4325,acche,2
4326,credited,2
4327,žðÿ,2
4328,thrill,2
4329,applauded,2
4330,translation,2
4331,relax,2
4332,rajeev,2
4333,mukt,2
4334,legacy,2
4335,interviewer,2
4336,mindset,2
4337,baato,2
4338,bhim,2
4339,scathing,2
4340,intolerance,2
4341,tirunelveli,2
4342,satellite,2
4343,australian,2
4344,neighbor,2
4345,textbook,2
4346,panic,2
4347,everytime,2
4348,hatemonger,2
4349,bush,2
4350,birodh,2
4351,nambinarayanan,2
4352,achieving,2
4353,pakistanairforceourpride,2
4354,platform,2
4355,avoidable,2
4356,regarding,2
4357,parrikars,2
4358,haunt,2
4359,calculated,2
4360,prevail,2
4361,obsessed,2
4362,snatch,2
4363,intimidates,2
4364,withdraw,2
4365,mistaken,2
4366,boldness,2
4367,haha,2
4368,guru,2
4369,bjpmodi,2
4370,radar,2
4371,unmatched,2
4372,shop,2
4373,burn,2
4374,paks,2
4375,electricity,2
4376,croplikethehindu,2
4377,istandwithgambhir,2
4378,indication,2
4379,diaspora,2
4380,precise,2
4381,blue,2
4382,ravish,2
4383,abhisar,2
4384,chowkidaars,2
4385,majoritarian,2
4386,iran,2
4387,nero,2
4388,pdf,2
4389,ag,2
4390,venugopal,2
4391,privacy,2
4392,definition,2
4393,ii,2
4394,pawan,2
4395,polluted,2
4396,innovative,2
4397,glorify,2
4398,quiet,2
4399,maneka,2
4400,sultanpur,2
4401,rhe,2
4402,incumbent,2
4403,organization,2
4404,sm,2
4405,tape,2
4406,developed,2
4407,disease,2
4408,aftermath,2
4409,deficit,2
4410,reflection,2
4411,affordable,2
4412,incl,2
4413,moon,2
4414,jaein,2
4415,aayega,2
4416,¥ðÿ,2
4417,notice,2
4418,psus,2
4419,overseas,2
4420,ongoing,2
4421,presidential,2
4422,player,2
4423,disappointing,2
4424,gayhind,2
4425,gvl,2
4426,narasimha,2
4427,rao,2
4428,ancient,2
4429,began,2
4430,unabashedly,2
4431,bet,2
4432,wouldnt,2
4433,waving,2
4434,mam,2
4435,focusing,2
4436,famous,2
4437,mercy,2
4438,booted,2
4439,ordinance,2
4440,percentage,2
4441,crossing,2
4442,baghpat,2
4443,arabia,2
4444,noble,2
4445,constructive,2
4446,orator,2
4447,à¤¹à¥‹,2
4448,ðÿ˜…ðÿ˜,2
4449,classified,2
4450,politicised,2
4451,flu,2
4452,parikkar,2
4453,dictatorship,2
4454,greedy,2
4455,blatant,2
4456,technicality,2
4457,dada,2
4458,isnâ€™t,2
4459,jee,2
4460,beware,2
4461,design,2
4462,rashtravad,2
4463,subscribe,2
4464,namo_again,2
4465,gujrati,2
4466,giveverdictcglchsl,2
4467,nocancellation,2
4468,vacation,2
4469,summer,2
4470,kashmirterrorattack,2
4471,swamy,2
4472,downsizing,2
4473,flopped,2
4474,modified,2
4475,deb,2
4476,electorate,2
4477,astounding,2
4478,interim,2
4479,dp,2
4480,maam,2
4481,nsw,2
4482,imposing,2
4483,â€˜completely,2
4484,widow,2
4485,hanuman,2
4486,scholar,2
4487,handled,2
4488,jammuterrorattack,2
4489,eh,2
4490,caricaturing,2
4491,eternal,2
4492,starting,2
4493,vigilante,2
4494,ðÿ˜ƒ,2
4495,jew,2
4496,physically,2
4497,madness,2
4498,awww,2
4499,smiling,2
4500,engage,2
4501,provides,2
4502,constant,2
4503,unfair,2
4504,granted,2
4505,attacker,2
4506,shahâ€™s,2
4507,dil,2
4508,excitement,2
4509,exclusive,2
4510,maarenge,2
4511,bajrang,2
4512,bottle,2
4513,whereâ€™s,2
4514,hardhitting,2
4515,adventure,2
4516,incredible,2
4517,undercurrent,2
4518,gifted,2
4519,nta,2
4520,silence,2
4521,justiceforramalingam,2
4522,dal,2
4523,bhoot,2
4524,shielding,2
4525,blowing,2
4526,tacit,2
4527,polling,2
4528,included,2
4529,impotent,2
4530,indulged,2
4531,deliverable,2
4532,engineer,2
4533,listed,2
4534,xi,2
4535,mana,2
4536,imrankhan,2
4537,kirit,2
4538,shine,2
4539,surf,2
4540,excel,2
4541,bharatbolenamonamo,2
4542,nagma,2
4543,tughlaq,2
4544,hindustan,2
4545,wnt,2
4546,khattar,2
4547,episode,2
4548,wherever,2
4549,tch,2
4550,kairana,2
